dhtTemp,dhthum,LDR value,rainValue,pressure,altitude,aqi value,rainStatusNum,AQI_Category
,,,,,,99,,Moderate
,,,,,,83,,Moderate
,,,,,,82,,Moderate
,,,,,,86,,Moderate
,,,,,,79,,Moderate
,,,,,,128,,Moderate
,,,,,,77,,Moderate
,,,,,,74,,Moderate
,,,,,,70,,Moderate
,,,,,,116,,Moderate
,,,,,,214,,Moderate
,,,,,,84,,Moderate
,,,,,,131,,Moderate
,,,,,,171,,Moderate
,,,,,,224,,Moderate
,,,,,,89,,Satisfactory
,,,,,,94,,Moderate
,,,,,,263,,Moderate
,,,,,,109,,Moderate
,,,,,,241,,Poor
,,,,,,133,,Moderate
,,,,,,238,,Moderate
,,,,,,175,,Moderate
,,,,,,174,,Moderate
,,,,,,122,,Poor
,,,,,,183,,Poor
,,,,,,105,,Moderate
,,,,,,87,,Poor
,,,,,,90,,Poor
,,,,,,93,,Moderate
,,,,,,103,,Moderate
,,,,,,161,,Moderate
,,,,,,85,,Moderate
,,,,,,80,,Moderate
,,,,,,63,,Moderate
,,,,,,184,,Moderate
,,,,,,162,,Moderate
,,,,,,198,,Poor
,,,,,,251,,Poor
,,,,,,223,,Poor
,,,,,,173,,Poor
,,,,,,134,,Poor
,,,,,,170,,Poor
,,,,,,179,,Poor
,,,,,,212,,Poor
,,,,,,95,,Poor
,,,,,,71,,Poor
,,,,,,81,,Moderate
,,,,,,271,,Moderate
,,,,,,58,,Moderate
,,,,,,69,,Moderate
,,,,,,66,,Moderate
,,,,,,59,,Moderate
,,,,,,62,,Moderate
,,,,,,54,,Moderate
,,,,,,73,,Moderate
,,,,,,78,,Moderate
,,,,,,75,,Moderate
,,,,,,68,,Moderate
,,,,,,55,,Moderate
,,,,,,256,,Moderate
,,,,,,199,,Moderate
,,,,,,215,,Moderate
,,,,,,227,,Moderate
,,,,,,266,,Moderate
,,,,,,257,,Moderate
,,,,,,228,,Moderate
,,,,,,260,,Moderate
,,,,,,240,,Moderate
,,,,,,372,,Moderate
,,,,,,437,,Moderate
,,,,,,449,,Moderate
,,,,,,434,,Moderate
,,,,,,30,,Poor
,,,,,,202,,Moderate
,,,,,,370,,Moderate
,,,,,,168,,Poor
,,,,,,110,,Moderate
,,,,,,57,,Moderate
,,,,,,49,,Moderate
,,,,,,101,,Moderate
,,,,,,182,,Poor
,,,,,,64,,Moderate
,,,,,,332,,Poor
,,,,,,246,,Poor
,,,,,,360,,Moderate
,,,,,,76,,Moderate
,,,,,,44,,Moderate
,,,,,,51,,Moderate
,,,,,,217,,Moderate
,,,,,,65,,Moderate
,,,,,,52,,Moderate
,,,,,,348,,Moderate
,,,,,,43,,Satisfactory
,,,,,,350,,Moderate
,,,,,,61,,Moderate
,,,,,,60,,Poor
,,,,,,67,,Moderate
,,,,,,192,,Satisfactory
,,,,,,72,,Moderate
,,,,,,262,,Moderate
,,,,,,276,,Moderate
,,,,,,159,,Moderate
,,,,,,231,,Moderate
,,,,,,48,,Moderate
,,,,,,431,,Moderate
,,,,,,213,,Satisfactory
,,,,,,258,,Moderate
,,,,,,138,,Moderate
,,,,,,234,,Moderate
,,,,,,56,,Satisfactory
,,,,,,53,,Moderate
,,,,,,218,,Moderate
,,,,,,185,,Satisfactory
,,,,,,222,,Satisfactory
,,,,,,283,,Moderate
,,,,,,279,,Moderate
,,,,,,252,,Moderate
,,,,,,47,,Satisfactory
,,,,,,306,,Moderate
,,,,,,261,,Moderate
,,,,,,229,,Moderate
,,,,,,273,,Moderate
,,,,,,294,,Moderate
,,,,,,253,,Satisfactory
,,,,,,50,,Moderate
,,,,,,267,,Moderate
,,,,,,264,,Moderate
,,,,,,286,,Satisfactory
,,,,,,338,,Satisfactory
,,,,,,347,,Moderate
,,,,,,219,,Satisfactory
,,,,,,254,,Moderate
,,,,,,278,,Moderate
,,,,,,247,,Satisfactory
,,,,,,226,,Satisfactory
,,,,,,233,,Moderate
,,,,,,237,,Satisfactory
,,,,,,45,,Moderate
,,,,,,41,,Satisfactory
,,,,,,326,,Satisfactory
,,,,,,46,,Moderate
,,,,,,37,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,
,,,,,,,,
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Very Poor
,,,,,,,,Severe
,,,,,,,,Severe
,,,,,,,,Severe
,,,,,,,,Moderate
,,,,,,,,Good
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Very Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Good
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Very Poor
,,,,,,,,Poor
,,,,,,,,Poor
,,,,,,,,Very Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Good
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Very Poor
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Good
,,,,,,,,Satisfactory
,,,,,,,,Very Poor
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Moderate
,,,,,,,,Poor
,,,,,,,,Moderate
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Satisfactory
,,,,,,,,Moderate
