timestamp,temperature,humidity,AQI
2024-11-04T14:37:09-05:00,30.2,79,250
2024-11-04T14:38:10-05:00,30.2,79,279
2024-11-04T14:39:12-05:00,30.2,79,269
2024-11-04T14:40:14-05:00,30.2,79,294
2024-11-05T12:24:33-05:00,29.8,81,267
2024-11-05T12:25:35-05:00,29.8,81,276
2024-11-05T12:26:37-05:00,29.8,80,263
2024-11-05T12:27:39-05:00,29.8,80,262
2024-11-05T12:28:41-05:00,29.8,80,272
2024-11-05T12:29:42-05:00,29.8,80,235
2024-11-05T12:30:45-05:00,29.8,80,253
2024-11-05T12:31:47-05:00,29.8,80,268
2024-11-05T12:32:49-05:00,30.2,79,381
2024-11-05T12:33:50-05:00,30.2,79,398
2024-11-05T12:34:52-05:00,30.2,79,460
2024-11-05T12:35:53-05:00,30.2,79,393
2024-11-05T12:36:55-05:00,30.2,79,327
2024-11-05T12:37:57-05:00,30.2,79,344
2024-11-05T12:38:59-05:00,30.2,79,386
2024-11-05T12:40:01-05:00,30.2,79,477
2024-11-05T12:41:03-05:00,30.2,79,337
2024-11-05T12:42:04-05:00,30.2,79,306
2024-11-05T12:43:06-05:00,30.2,78,209
2024-11-05T12:44:08-05:00,30.2,79,174
2024-11-05T12:45:09-05:00,30.2,79,178
2024-11-05T12:46:11-05:00,30.2,79,173
2024-11-05T12:47:13-05:00,30.2,79,476
2024-11-05T12:48:15-05:00,30.2,79,56
2024-11-05T12:49:17-05:00,30.2,79,155
2024-11-05T12:50:19-05:00,30.2,79,500
2024-11-05T12:51:21-05:00,30.2,79,161
2024-11-05T12:52:22-05:00,30.2,79,453
2024-11-05T12:53:24-05:00,30.2,79,164
2024-11-05T12:54:26-05:00,30.2,79,172
2024-11-05T12:55:27-05:00,30.2,80,265
2024-11-05T12:56:30-05:00,30.2,79,238
2024-11-05T12:57:31-05:00,30.2,79,236
2024-11-05T12:58:33-05:00,30.2,79,245
2024-11-05T12:59:35-05:00,30.2,79,184
2024-11-05T13:00:37-05:00,30.2,79,206
2024-11-05T13:01:38-05:00,30.2,79,188
2024-11-05T13:02:40-05:00,30.2,79,190
2024-11-05T13:03:42-05:00,30.2,79,187
2024-11-05T13:04:43-05:00,30.2,79,439
2024-11-05T13:05:45-05:00,30.2,79,464
2024-11-05T13:06:47-05:00,30.2,79,456
2024-11-05T13:07:49-05:00,30.2,79,320
2024-11-05T13:08:50-05:00,30.2,79,305
2024-11-05T13:09:52-05:00,30.2,79,300
2024-11-05T13:10:54-05:00,30.2,80,317
2024-11-05T13:11:56-05:00,30.2,80,315
2024-11-05T13:12:57-05:00,30.2,80,310
2024-11-05T13:13:59-05:00,30.2,79,323
2024-11-05T13:15:01-05:00,30.2,79,282
2024-11-05T13:16:03-05:00,30.2,79,485
2024-11-05T13:17:04-05:00,30.2,79,301
2024-11-05T13:18:06-05:00,30.2,79,292
2024-11-05T13:19:08-05:00,30.2,79,443
2024-11-05T13:20:10-05:00,30.2,79,457
2024-11-05T13:21:11-05:00,30.2,79,447
2024-11-05T13:22:13-05:00,30.2,79,481
2024-11-05T13:23:15-05:00,30.2,79,150
2024-11-05T13:24:17-05:00,30.2,79,442
2024-11-05T13:25:18-05:00,30.2,79,239
2024-11-05T13:26:20-05:00,30.2,79,450
2024-11-05T13:27:22-05:00,30.2,79,128
2024-11-05T13:28:24-05:00,30.2,79,462
2024-11-05T13:29:25-05:00,30.2,79,311
2024-11-05T13:30:27-05:00,30.2,79,298
2024-11-05T13:31:32-05:00,30.2,79,324
2024-11-05T13:32:34-05:00,30.2,79,302
2024-11-06T05:48:40-05:00,30.2,79,318
2024-11-06T05:49:42-05:00,30.2,79,304
2024-11-06T05:50:44-05:00,30.2,79,153
2024-11-06T05:51:42-05:00,30.2,79,183
2024-11-06T05:52:43-05:00,30.2,79,296
2024-11-06T05:53:45-05:00,30.8,78,479
2024-11-06T05:54:47-05:00,30.8,75,297
2024-11-06T05:55:48-05:00,30.8,77,293
2024-11-06T05:56:50-05:00,30.8,75,313
2024-11-06T05:57:52-05:00,30.8,75,295
2024-11-06T05:58:54-05:00,30.8,75,328
2024-11-06T05:59:56-05:00,30.8,78,309
2024-11-06T06:00:58-05:00,30.8,75,341
2024-11-06T06:01:59-05:00,30.8,76,333
2024-11-06T06:03:01-05:00,30.8,75,141
2024-11-06T06:04:03-05:00,30.8,73,130
2024-11-06T06:05:05-05:00,30.8,74,321
2024-11-06T06:06:06-05:00,30.8,75,316
2024-11-06T06:07:08-05:00,30.8,75,319
2024-11-06T06:08:10-05:00,30.8,74,322
2024-11-06T06:09:12-05:00,30.8,73,237
2024-11-06T06:10:13-05:00,30.8,75,216
2024-11-06T06:11:15-05:00,30.8,74,249
2024-11-06T06:12:17-05:00,30.8,77,278
2024-11-06T06:15:30-05:00,31.3,76,266
2024-11-06T06:16:34-05:00,31.3,75,271
2024-11-06T06:18:42-05:00,31.3,77,227
2024-11-06T06:19:43-05:00,31.3,77,220
2024-11-06T06:20:46-05:00,31.3,78,224
2024-11-06T06:21:48-05:00,31.3,78,105
2024-11-06T06:22:50-05:00,31.3,76,146
2024-11-06T06:23:52-05:00,31.3,75,143
2024-11-06T06:24:54-05:00,31.3,76,134
2024-11-06T06:25:55-05:00,31.3,77,145
2024-11-06T06:26:57-05:00,31.3,76,196
2024-11-06T06:27:59-05:00,31.3,76,198
2024-11-06T06:29:01-05:00,31.3,75,199
2024-11-06T06:30:02-05:00,31.3,74,166
2024-11-06T06:31:04-05:00,31.3,74,169
2024-11-06T06:32:06-05:00,30.8,74,138
2024-11-06T06:33:08-05:00,30.8,75,185
2024-11-06T06:34:09-05:00,30.8,75,180
2024-11-06T06:35:11-05:00,30.8,75,182
2024-11-06T06:36:13-05:00,30.8,75,189
2024-11-06T06:37:15-05:00,30.8,75,176
2024-11-06T06:38:16-05:00,30.8,75,200
2024-11-06T06:39:18-05:00,30.8,75,201
2024-11-06T06:40:20-05:00,30.8,75,194
2024-11-06T06:41:22-05:00,30.8,75,191
2024-11-06T06:42:24-05:00,30.8,75,186
2024-11-06T06:43:26-05:00,30.8,76,195
2024-11-06T06:44:29-05:00,30.8,77,193
2024-11-06T06:45:30-05:00,30.8,75,192
2024-11-06T06:46:32-05:00,30.8,75,225
2024-11-06T06:47:34-05:00,30.8,75,223
2024-11-06T06:48:36-05:00,30.8,76,177
2024-11-06T06:49:39-05:00,30.8,76,162
2024-11-06T06:50:41-05:00,31.3,76,137
2024-11-06T06:51:43-05:00,31.3,76,129
2024-11-06T06:52:45-05:00,31.3,75,126
2024-11-06T06:53:47-05:00,31.3,76,131
2024-11-06T06:54:49-05:00,31.3,76,133
2024-11-06T06:55:51-05:00,31.3,75,125
2024-11-06T06:56:53-05:00,31.3,75,124
2024-11-06T06:57:55-05:00,30.8,75,123
2024-11-06T06:58:57-05:00,30.8,75,50
2024-11-06T06:59:59-05:00,30.8,75,49
2024-11-06T07:01:01-05:00,30.8,75,53
2024-11-06T07:02:03-05:00,30.8,75,57
2024-11-06T07:03:05-05:00,30.8,74,51
2024-11-06T07:04:07-05:00,30.8,74,60
2024-11-06T07:05:09-05:00,30.8,72,55
2024-11-06T07:06:11-05:00,30.8,72,77
2024-11-06T07:07:13-05:00,30.8,73,109
2024-11-13T07:47:31-05:00,31.8,74,81
2024-11-13T07:48:33-05:00,32.8,75,65
2024-11-13T09:21:15-05:00,29.3,71,99
2024-11-13T09:22:17-05:00,28.9,71,98
2024-11-13T09:23:16-05:00,28.9,71,94
2024-11-13T09:24:18-05:00,28.9,71,92
2024-11-13T09:25:20-05:00,28.9,71,87
2024-11-13T09:26:22-05:00,28.9,72,88
2024-11-13T09:27:24-05:00,28.9,72,86
2024-11-13T09:28:27-05:00,28.9,72,84
2024-11-13T09:29:29-05:00,28.9,72,82
2024-11-13T09:30:31-05:00,28.9,72,79
2024-11-13T09:31:21-05:00,29.9,73,75
2024-11-13T09:32:27-05:00,30.72,74,80
2024-11-13T09:33:29-05:00,30.71,75,78
2024-11-13T09:34:31-05:00,30.73,76,63
2024-11-13T09:35:34-05:00,30.74,77,46
2024-11-13T09:36:35-05:00,30.76,78,38
2024-11-13T09:37:37-05:00,30.75,79,42
2024-11-13T09:38:39-05:00,30.77,80,40
2024-11-13T09:39:41-05:00,30.79,81,36
2024-11-13T09:40:43-05:00,30.81,82,39
2024-11-13T09:41:45-05:00,30.91,83,35
2024-11-13T09:42:47-05:00,31,84,33
2024-11-13T09:43:49-05:00,31.02,85,30
2024-11-13T09:44:51-05:00,31.08,86,32
2024-11-13T09:45:54-05:00,31.11,87,19
2024-11-13T09:46:56-05:00,31.07,88,37
2024-11-13T09:47:57-05:00,31.04,89,34
2024-11-13T09:48:59-05:00,31.01,69,27
2024-11-13T09:50:01-05:00,30.99,70,31
2024-11-13T09:51:03-05:00,30.95,71,18
2024-11-13T09:52:05-05:00,30.93,72,58
2024-11-13T10:11:08-05:00,30.94,73,85
2024-11-13T10:12:10-05:00,31.03,74,74
2024-11-13T10:13:12-05:00,31.05,72,76
2024-11-13T10:14:14-05:00,31.06,72,68
2024-11-13T10:15:18-05:00,30.96,73,71
2024-11-13T10:16:20-05:00,30.92,73,69
2024-11-13T10:17:23-05:00,30.97,72,72
2024-11-13T10:18:25-05:00,30.98,72,20
2024-11-13T10:19:27-05:00,31.09,72,23
2024-11-13T10:20:29-05:00,31.1,72,44
2024-11-13T10:21:30-05:00,31.15,72,64
2024-11-13T10:22:33-05:00,28.9,72,59
2024-11-13T10:25:24-05:00,29.3,72,41
2024-11-13T10:26:26-05:00,29.3,72,48
2024-11-13T10:27:55-05:00,28.9,72,10
2024-11-13T10:28:56-05:00,28.9,72,26
2024-11-13T10:29:58-05:00,28.9,72,24
2024-11-13T10:31:00-05:00,28.9,72,9
2024-11-13T10:32:02-05:00,28.9,72,28
2024-11-23T09:18:20-05:00,31.16,73,22
2024-11-23T09:19:21-05:00,31.13,74,25
2024-11-23T09:28:56-05:00,31.14,75,21
2024-11-23T09:29:59-05:00,31.39,76,29
2024-11-23T09:31:01-05:00,31.34,77,16
2024-11-23T09:32:03-05:00,31.31,78,17
2024-11-23T09:33:04-05:00,31.24,79,11
2024-11-23T09:34:06-05:00,31.23,80,4
2024-11-23T11:47:21-05:00,25.3,70,62
2024-11-23T11:48:22-05:00,25.3,69,52
2024-11-23T11:49:24-05:00,25.3,70,54
2024-11-23T11:50:25-05:00,25.3,70,43
2024-11-23T11:51:27-05:00,25.3,70,14
2024-11-23T11:52:28-05:00,25.3,70,8
2024-11-23T11:53:29-05:00,25.3,70,184
2024-11-23T11:54:31-05:00,25.3,70,197
2024-11-23T11:55:32-05:00,25.3,70,198
2024-11-23T11:56:34-05:00,25.3,69,188
2024-11-23T11:57:50-05:00,25.3,70,173
2024-11-23T11:58:52-05:00,25.3,70,165
2024-11-23T12:00:22-05:00,25.3,70,191
2024-11-23T12:01:23-05:00,25.3,71,191
2024-11-23T12:01:48-05:00,25.3,70,227
2024-11-23T12:02:50-05:00,25.3,70,168
2024-11-23T12:03:51-05:00,25.3,70,198
2024-11-23T12:04:52-05:00,25.3,70,201
2024-11-23T12:05:54-05:00,25.3,70,252
2024-11-23T12:06:55-05:00,25.3,70,310
2024-11-23T12:07:57-05:00,25.3,70,196
2024-11-23T12:08:58-05:00,25.3,70,132
2024-11-23T12:10:00-05:00,25.3,70,147
2024-11-23T12:11:01-05:00,25.3,70,179
2024-11-23T12:12:03-05:00,25.3,70,145
2024-11-23T12:13:04-05:00,25.3,70,115
2024-11-23T12:14:06-05:00,25.3,71,140
2024-11-23T12:18:21-05:00,25.3,71,156
2024-11-23T12:19:22-05:00,25.3,71,225
2024-11-23T12:20:24-05:00,25.3,71,251
2024-11-23T12:21:25-05:00,25.3,71,228
2024-11-23T12:22:27-05:00,25.3,71,223
2024-11-23T12:23:29-05:00,25.3,71,170
2024-11-23T12:24:30-05:00,25.3,71,165
2024-11-23T12:25:31-05:00,25.3,71,159
2024-11-23T12:37:57-05:00,25.3,71,232
2024-11-23T12:38:58-05:00,25.3,72,242
2024-11-23T12:40:00-05:00,25.3,71,274
2024-11-23T12:41:01-05:00,25.3,72,259
2024-11-23T12:42:03-05:00,25.3,71,225
2024-11-23T12:43:04-05:00,25.3,71,177
2024-11-23T12:44:06-05:00,25.3,71,120
2024-11-23T12:45:07-05:00,25.3,71,120
2024-11-23T12:46:09-05:00,25.3,71,120
2024-11-23T12:47:09-05:00,25.3,71,132
2024-11-23T12:48:11-05:00,25.3,71,136
2024-11-23T12:49:12-05:00,25.3,71,182
2024-11-23T13:05:08-05:00,26.3,72,222
2024-11-23T13:06:10-05:00,27.3,73,230
2024-11-23T13:07:12-05:00,28.3,74,224
2024-11-30T12:52:31-05:00,22.9,81,217
2024-11-30T12:53:33-05:00,23,81,230
2024-11-30T12:54:36-05:00,23,81,229
2024-11-30T13:48:49-05:00,23,81,229
2024-11-30T13:49:51-05:00,23,83,235
2024-11-30T13:50:53-05:00,23,81,214
2024-11-30T13:51:55-05:00,23,81,186
2024-11-30T13:53:12-05:00,23,81,172
2024-11-30T13:54:13-05:00,23,82,138
2024-11-30T13:55:16-05:00,23.4,84,125
2024-11-30T13:56:54-05:00,23,82,132
2024-11-30T13:57:56-05:00,23,84,111
2024-11-30T13:58:58-05:00,23,82,137
2024-11-30T13:59:59-05:00,23.4,81,172
2024-11-30T14:01:01-05:00,23.4,81,160
2024-11-30T14:02:03-05:00,23.4,81,163
2024-11-30T14:03:06-05:00,23.4,81,165
2024-11-30T14:04:11-05:00,23.4,81,139
2024-11-30T14:05:13-05:00,23.4,80,176
2024-11-30T14:08:09-05:00,23.4,80,162
2024-11-30T14:09:09-05:00,60.1,66,160
2024-11-30T14:10:11-05:00,23.4,81,142
2024-11-30T14:11:14-05:00,23.4,80,172
2024-11-30T14:12:26-05:00,23.4,81,134
2024-11-30T14:13:27-05:00,23.4,81,136
2024-11-30T14:14:29-05:00,23,81,130
2024-11-30T14:15:31-05:00,23,81,111
2024-11-30T14:16:32-05:00,23,81,117
2024-11-30T14:17:34-05:00,23,81,102
2024-11-30T14:26:26-05:00,30.82,82,108
2024-11-30T14:27:28-05:00,30.69,83,99
2024-11-30T14:28:29-05:00,30.7,84,121
2024-11-30T14:29:31-05:00,31.74,85,86
2024-11-30T14:30:32-05:00,31.73,86,57
2024-11-30T23:08:28-05:00,31.71,78,107
2024-11-30T23:09:30-05:00,31.72,78,118
2024-11-30T23:10:31-05:00,23.8,79,110
2024-11-30T23:11:33-05:00,23.8,78,114
2024-11-30T23:12:36-05:00,23.8,78,111
2024-11-30T23:13:38-05:00,23.4,77,117
2024-11-30T23:14:39-05:00,23.4,79,107
2024-11-30T23:15:41-05:00,23.4,80,87
2024-11-30T23:16:43-05:00,23.4,80,89
2024-11-30T23:17:45-05:00,23.4,79,97
2024-11-30T23:18:47-05:00,23.4,80,100
2024-11-30T23:19:49-05:00,23.4,80,105
2024-11-30T23:20:52-05:00,23.4,80,114
2024-11-30T23:21:53-05:00,23.4,80,116
2024-11-30T23:22:58-05:00,23.8,80,116
2024-11-30T23:24:00-05:00,23.4,79,98
2024-11-30T23:25:02-05:00,23.4,79,116
2024-11-30T23:26:06-05:00,23.4,79,108
2024-11-30T23:27:08-05:00,23.4,79,100
2024-11-30T23:28:10-05:00,23.4,79,92
2024-11-30T23:29:11-05:00,23.4,79,80
2024-11-30T23:30:13-05:00,23.4,78,88
2024-11-30T23:31:15-05:00,23.4,78,83
2024-11-30T23:32:17-05:00,23.4,79,100
2024-11-30T23:33:19-05:00,23.4,78,81
2024-11-30T23:34:21-05:00,23.4,79,112
2024-11-30T23:35:23-05:00,23.8,79,113
2024-11-30T23:36:26-05:00,23.8,78,105
2024-11-30T23:37:28-05:00,23.8,78,88
2024-11-30T23:38:29-05:00,23.8,77,78
2024-11-30T23:39:31-05:00,23.8,77,78
2024-11-30T23:40:33-05:00,23.8,78,69
2024-11-30T23:41:35-05:00,23.8,77,60
2024-11-30T23:42:36-05:00,23.8,77,51
2024-11-30T23:43:38-05:00,23.4,77,61
2024-11-30T23:44:40-05:00,23.4,77,90
2024-11-30T23:45:42-05:00,23.4,77,74
2024-11-30T23:46:44-05:00,23.4,78,76
2024-12-02T09:09:08-05:00,24.1,79,77
2024-12-02T09:10:10-05:00,24.1,79,92
2024-12-02T09:11:13-05:00,24.5,79,93
2024-12-02T09:12:15-05:00,24.5,79,88
2024-12-02T09:13:17-05:00,24.5,78,75
2024-12-02T09:14:19-05:00,24.5,78,79
2024-12-02T09:15:21-05:00,24.5,78,74
2024-12-02T09:16:22-05:00,24.5,78,62
2024-12-02T09:17:24-05:00,24.5,78,53
2024-12-02T09:18:27-05:00,24.5,78,53
2024-12-02T09:19:28-05:00,24.5,78,55
2024-12-02T09:20:30-05:00,24.5,78,52
2024-12-02T09:21:32-05:00,24.5,77,55
2024-12-02T09:22:33-05:00,24.5,77,56
2024-12-02T09:23:35-05:00,24.5,77,56
2024-12-02T09:24:38-05:00,24.5,78,52
2024-12-02T09:25:40-05:00,24.5,78,53
2024-12-02T09:26:42-05:00,24.5,78,76
2024-12-02T09:27:44-05:00,24.5,77,76
2024-12-02T09:28:45-05:00,24.5,77,81
2024-12-02T09:29:47-05:00,24.8,77,59
2024-12-02T09:30:49-05:00,24.8,77,60
2024-12-02T09:31:51-05:00,24.8,77,61
2024-12-02T09:32:53-05:00,24.5,77,46
2024-12-02T09:33:55-05:00,24.5,77,40
2024-12-02T09:34:57-05:00,24.8,77,33
2024-12-02T09:35:59-05:00,24.8,77,49
2024-12-02T09:37:04-05:00,24.5,77,32
2024-12-02T09:38:06-05:00,24.5,77,33
2024-12-02T09:39:08-05:00,24.5,77,42
2024-12-02T09:40:10-05:00,24.5,77,43
2024-12-02T09:41:12-05:00,24.5,77,53
2024-12-02T09:42:14-05:00,24.5,77,47
2024-12-02T09:43:16-05:00,24.5,77,48
2024-12-02T09:44:18-05:00,24.5,77,49
2024-12-02T09:45:20-05:00,24.5,77,79
2024-12-02T09:46:22-05:00,24.5,77,80
2024-12-02T09:47:24-05:00,24.5,77,81
2024-12-02T09:48:26-05:00,24.2,77,51
2024-12-02T09:49:31-05:00,24.1,77,52
2024-12-02T09:50:33-05:00,24.1,78,53
2024-12-02T09:51:35-05:00,24.1,78,88
2024-12-02T09:52:37-05:00,24.1,78,78
2024-12-02T09:53:39-05:00,24.1,78,90
2024-12-02T09:54:41-05:00,24.1,78,43
2024-12-02T09:55:46-05:00,24.1,78,44
2024-12-02T09:56:49-05:00,24.1,78,45
2024-12-02T09:57:51-05:00,24.1,78,46
2024-12-02T09:58:53-05:00,24.1,78,47
2024-12-02T09:59:55-05:00,24.1,78,55
2024-12-02T10:01:03-05:00,24.1,78,56
2024-12-02T10:02:06-05:00,24.1,78,52
2024-12-02T10:03:08-05:00,24.1,78,53
2024-12-02T10:04:10-05:00,24.1,79,84
2024-12-02T10:05:12-05:00,24.1,79,95
2024-12-02T10:07:23-05:00,24.5,79,58
2024-12-02T10:08:38-05:00,24.5,78,59
2024-12-02T10:09:37-05:00,24.5,78,60
2024-12-02T10:50:56-05:00,24.5,77,192
2024-12-02T10:51:58-05:00,24.5,77,193
2024-12-02T10:53:17-05:00,24.5,77,81
2024-12-02T10:58:59-05:00,24.5,77,82
2024-12-02T11:00:01-05:00,24.5,77,65
2024-12-02T11:01:03-05:00,24.5,77,66
2024-12-02T11:02:05-05:00,24.5,77,86
2024-12-02T11:03:07-05:00,24.5,77,62
2024-12-02T11:04:09-05:00,24.5,77,78
2024-12-02T11:04:41-05:00,24.5,77,114
2024-12-02T11:05:16-05:00,24.5,77,103
2024-12-02T11:06:17-05:00,24.5,77,134
2024-12-02T11:07:19-05:00,24.5,77,357
2024-12-04T08:25:15-05:00,24.1,11,423
2024-12-04T08:26:16-05:00,24.1,77,412
2024-12-04T08:27:18-05:00,24.1,77,413
2024-12-04T08:28:20-05:00,24.5,77,411
2024-12-04T08:29:22-05:00,24.5,77,412
2024-12-04T08:30:24-05:00,24.5,77,414
2024-12-04T08:31:26-05:00,24.5,76,415
2024-12-04T08:32:28-05:00,24.5,76,425
2024-12-04T08:33:34-05:00,24.5,76,411
2024-12-04T08:34:36-05:00,24.5,76,420
2024-12-04T08:35:38-05:00,24.5,76,407
2024-12-04T08:36:39-05:00,24.5,76,415
2024-12-04T08:37:41-05:00,24.5,77,409
2024-12-04T08:38:45-05:00,24.5,77,417
2024-12-04T08:39:47-05:00,24.5,77,411
2024-12-04T08:40:49-05:00,24.5,77,423
2024-12-04T08:41:51-05:00,24.5,77,413
2024-12-04T08:42:53-05:00,24.5,77,414
2024-12-04T08:43:55-05:00,24.5,77,415
2024-12-06T10:36:56-05:00,25.5,78,419
2024-12-06T10:37:57-05:00,23.8,98,403
2024-12-06T10:38:59-05:00,23.8,80,402
2024-12-06T10:40:01-05:00,23.8,73,411
2024-12-06T10:40:55-05:00,23.8,73,403
2024-12-06T10:41:57-05:00,23.8,73,403
2024-12-06T10:43:00-05:00,23.8,73,413
2024-12-06T10:44:01-05:00,23.8,73,402
2024-12-06T10:45:04-05:00,23.8,73,401
2024-12-06T10:46:06-05:00,23.8,73,408
2024-12-06T10:47:08-05:00,23.8,73,399
2024-12-06T10:48:10-05:00,23.8,73,354
2024-12-06T10:49:12-05:00,23.8,73,355
2024-12-06T10:50:14-05:00,23.8,73,399
2024-12-06T10:51:16-05:00,23.8,73,412
2024-12-06T10:52:18-05:00,23.8,73,409
2024-12-06T10:53:20-05:00,24.1,72,401
2024-12-06T10:54:22-05:00,23.8,72,373
2024-12-06T10:55:23-05:00,23.8,72,345
2024-12-06T10:56:25-05:00,23.8,72,406
2024-12-06T10:57:28-05:00,23.8,72,402
2024-12-06T10:58:30-05:00,23.8,72,400
2024-12-06T10:59:32-05:00,24.1,72,401
2024-12-06T11:00:34-05:00,24.1,72,396
2024-12-06T11:01:36-05:00,24.1,72,407
2024-12-06T11:02:38-05:00,23.8,72,414
2024-12-06T11:03:40-05:00,24.1,72,396
