dhtTemp,dhthum,LDR value,pressure,altitude,rainValue,rainStatusNum
33.6,75.41,157,1006.33545,47.40644,888,1
31,74.84,158,1006.32593,47.38876,889,1
33,78.24,159,1006.32806,47.49281,890,1
34,88.89,160,1006.31561,47.33421,891,1
30.1,81.42,161,1006.33459,47.1655,892,1
32.9,78.36,162,1006.35474,47.12913,893,1
31,80.82,163,1006.35907,47.10034,894,1
30,80.49,164,1006.36249,47.41502,895,1
30.6,76.82,165,1006.32495,47.3438,896,1
30,77.85,166,1006.33344,47.45341,897,1
33,80.02,167,1006.32031,47.33471,898,1
33.1,85.09,168,1006.33453,47.30693,899,1
28.5,87.28,169,1006.33783,47.1165,900,1
30,86.14,170,1006.3606,46.94174,901,1
34.1,84.97,171,1006.38147,47.10792,902,1
35.1,74.13,172,1006.36157,47.3534,903,1
35,68.16,173,1006.33228,47.49332,904,1
31,59.44,174,1006.31555,47.52565,905,1
30,64.74,175,1006.31171,47.41149,906,1
33,74.93,176,1006.32532,47.38825,907,1
33.7,65.27,177,1006.32813,47.55646,908,1
30.7,71.26,178,1006.30804,47.40391,909,1
30,84.41,179,1006.32623,47.38522,910,1
33,85.29,180,1006.32849,47.52767,911,1
34.2,78.94,181,1006.31146,47.77316,912,1
33.8,87.96,182,1006.28217,47.7767,913,1
32,91.18,183,1006.28174,47.75296,914,1
34,94.71,184,1006.28455,47.82519,915,1
34.7,90.09,185,1006.27594,48.0323,916,1
34.6,86.29,186,1006.25122,48.05149,917,1
34.7,84.87,187,1006.2489,47.83479,918,1
34.4,80.25,188,1006.27478,47.84944,919,1
34,78.41,189,1006.27307,47.86914,920,1
34.6,76.87,190,1006.27069,47.83984,921,1
34,79.13,191,1006.27417,47.82367,922,1
32,89.11,192,1006.27612,47.82923,923,1
34.2,87.82,193,1006.27545,47.70547,924,1
34.4,91.92,194,1006.29022,47.68678,925,1
34.2,83.48,195,1006.29248,47.61455,926,1
33,80.53,196,1006.30109,47.63829,927,1
30,84.32,197,1006.29828,47.8358,928,1
27,88.61,198,1006.27466,47.88631,929,1
28,88.25,199,1006.26862,47.90298,930,1
29,84.21,200,1006.26666,48.07978,931,1
31,85.44,201,1006.24554,48.23386,932,1
33,85.13,202,1006.22717,48.39197,933,1
30.3,87.85,203,1006.20825,48.63749,934,1
33,87.58,204,1006.17896,48.86078,935,1
31.5,86.69,205,1006.15228,49.028,936,1
29,90.78,206,1006.13232,49.223,937,1
31.7,84.19,207,1006.10901,49.48622,938,1
33,77.51,208,1006.07764,49.43469,939,1
33.5,81.3,209,1006.08374,49.368,940,1
33.8,93.45,210,1006.09174,49.35638,941,1
33,94.23,211,1006.09314,49.43873,942,1
33,92.8,212,1006.08325,49.35386,943,1
33,88.91,213,1006.09344,46.53817,944,1
32.5,89.87,214,1006.42963,46.27806,945,1
33.4,94.33,215,1006.46588,46.36898,946,1
33.3,92.5,216,1006.44983,46.48413,947,1
33.4,91.33,217,1006.4361,46.47858,948,1
30.4,90.97,218,1006.43677,46.99326,949,1
30,88.89,219,1006.37531,46.7993,950,1
32,90.7,220,1006.39844,47.15944,951,1
31,94.17,221,1006.35547,47.5802,952,1
31.3,90.01,222,1006.30518,47.71709,953,1
33,87.19,223,1006.28888,47.88833,954,1
34,83.65,224,1006.26843,48.33994,955,1
34,90.66,225,1006.21448,48.3748,956,1
33.1,91.58,226,1006.21033,48.55817,957,1
33.5,91.01,227,1006.18842,48.80824,958,1
33.1,86.55,228,1006.15857,48.8335,959,1
32.7,85.04,229,1006.15552,48.67841,960,1
31.5,79.41,230,1006.17407,48.76934,961,1
32.6,81.24,231,1006.16321,48.72791,962,1
33,82.52,232,1006.16815,48.93504,963,1
32.3,86.79,233,1006.14343,49.21088,964,1
32,86.03,234,1006.11047,49.03962,965,1
30,89.63,235,1006.13092,49.07599,966,1
32,89.77,236,1006.12659,49.08155,967,1
32,80.45,237,1006.12592,49.174,968,1
33,78.52,238,1006.11487,31.20372,969,1
29.8,90.03,239,1008.26233,30.945,970,1
26,89.36,240,1008.29327,30.93592,971,1
30.1,86.91,241,1008.29437,30.80279,972,1
31.8,86.4,242,1008.3103,55.1811,973,1
31.6,80.95,243,1005.39789,55.09416,974,1
30,86.82,244,1005.40826,55.06484,975,1
30,88.05,245,1005.41174,55.36409,976,1
31,86.53,246,1005.37604,82.4099,977,1
31,87.93,247,1003.39081,82.3952,978,1
32,89.35,248,1003.39252,82.31461,979,1
31.1,89.63,249,1003.40216,82.06678,980,1
29.4,86.01,250,1003.4317,81.99026,981,1
31,90.99,251,1003.4408,82.99026,982,1
30.3,85.34,252,-70.73906,78.233,983,1
30,92.2,253,1003.88861,78.48074,984,1
30,85.04,254,1003.85907,77.70056,985,1
31,88.04,255,1003.95209,78.25884,986,1
30,88.82,256,1003.88556,77.24261,987,1
30.4,90.65,257,1004.00671,77.13218,988,1
30,86.67,258,1004.01984,76.41896,989,1
29.4,82.84,259,1004.10492,75.39633,400,0
29,79.82,260,1004.22681,75.35683,401,0
28,79.79,261,1004.23157,74.75211,402,0
29,87.07,262,1004.30365,74.41634,403,0
29,84.16,263,1004.34369,74.41735,404,0
30,79.31,264,1004.34357,74.36469,405,0
29,81.89,265,1004.34985,74.51408,406,0
28,85.36,266,1004.33203,74.55105,407,0
29,80.62,267,1004.32764,74.77642,408,0
29,78.07,268,1004.30078,74.8063,409,0
28.1,73.68,269,1004.29718,74.70096,410,0
28,77.14,270,1004.30975,75.13043,411,0
28,91.4,271,1004.25854,75.35835,412,0
28.1,92.4,272,1004.23138,74.54092,413,0
28,86.42,273,1004.32886,74.51155,414,0
28,78.98,274,1004.33234,73.80965,415,0
29,81.24,275,1004.41608,73.11489,416,0
29,84.48,276,1004.4989,60.88821,417,0
30,83.95,277,1005.95807,60.93879,418,0
29,87.12,278,1005.95203,60.75671,419,0
28,84.68,279,1005.97375,60.36323,420,0
27,83.97,280,1006.02075,59.74927,421,0
27,73.54,281,1006.09406,59.12523,422,0
27,67.8,282,1006.16858,58.26054,423,0
27,66.61,283,1006.27185,57.87828,424,0
26,65.52,284,1006.3175,57.4571,425,0
26,68.61,285,1006.3678,57.01217,426,0
26.3,74.58,286,1006.42096,56.51671,427,0
27,70.58,287,1006.48016,55.58955,428,0
28,70.59,288,1006.59094,55.32113,429,0
28,66.61,289,1006.62299,54.69735,430,0
29,76.72,290,1006.69751,54.34909,431,0
27,87.5,291,1006.73914,49.87424,432,0
27,90,292,1007.27393,49.44833,433,0
25,93.04,293,1007.32483,49.09266,434,0
24.3,92.42,294,1007.36737,47.04226,435,0
26,81.72,295,1007.61249,57.9516,436,0
26,75.1,296,1006.30878,58.08559,437,0
26,67.23,297,1006.29272,58.07952,438,0
27,73.86,298,1006.29346,58.61197,439,0
27,74.6,299,1006.22986,58.26408,440,0
28,75.42,300,1006.27142,58.47949,441,0
29,74.09,301,1006.24573,58.37381,442,0
30,70.53,302,1006.2583,58.39909,443,0
31,70.3,303,1006.25269,58.42083,444,0
30,70.77,304,1006.23242,58.59073,445,0
27,75.81,305,1006.17206,59.0959,446,0
26,62.69,306,1006.14813,59.29615,447,0
26,62.55,307,1006.14807,59.29666,448,0
27,68.78,308,1005.62018,63.71789,449,0
33,74.49,309,1005.73767,62.73394,450,0
35,86.35,310,1005.80658,62.15677,451,0
34,89.81,311,1005.84784,61.81129,452,0
35,78.94,312,1005.73602,62.7476,453,0
31,76.77,313,1005.7171,62.90594,454,0
35,79.35,314,1005.73792,62.73192,455,0
34,73.07,315,1005.63861,63.56359,456,0
35,73.71,316,1005.63159,63.62228,457,0
34,77.4,317,1005.64417,63.51705,458,0
34,72.92,318,1005.78735,62.31762,459,0
34,84.55,319,1005.8822,61.52348,460,0
35,72.65,320,1005.94373,61.00808,461,0
35,69.22,321,1005.83954,61.88058,462,0
34,69.72,322,1005.77704,62.40413,463,0
35.7,70.93,323,1006.10889,59.73157,464,0
33.6,70.07,324,1006.07532,59.90604,465,0
30.5,71.79,325,1006.17303,59.08781,466,0
33,74.49,326,1006.19702,58.88705,467,0
33.1,67.49,327,1006.20111,58.85267,468,0
31,61.93,328,1006.20221,58.86329,469,0
30,67.8,329,1006.09045,58.84357,470,0
35,63.84,330,1006.01489,59.77961,471,0
35,63.8,331,1005.97192,60.41228,472,0
32,74.15,332,1005.93286,60.77188,473,0
30.7,69.51,333,1006.03998,61.09912,474,0
29,68.09,334,1006.05994,60.2019,475,0
31,63.69,335,1006.0625,60.035,476,0
32,68.59,336,1006.06372,60.01326,477,0
34,74.99,337,1006.07947,60.00314,478,0
34,71.88,338,1006.11029,59.87115,479,0
32,70.95,339,1006.11237,59.61323,480,0
31,68.38,340,1006.10187,59.59604,481,0
34,68.43,341,1006.06299,59.68403,482,0
34,66.09,342,1006.47546,60.00921,483,0
32,64.28,343,1006.49249,56.55614,484,0
32,70.86,344,1006.53156,56.41358,485,0
34,68.54,345,1006.57422,56.08649,486,0
35,65.21,346,1006.61127,55.72908,487,0
35,67.28,347,1006.76526,55.4192,488,0
33,69.62,348,1006.7771,54.13023,489,0
33,70.88,349,1006.80469,54.03116,490,0
34.1,68.38,350,1006.82056,53.80018,491,0
35,66.09,351,1006.85858,53.66776,492,0
32,69.03,352,1007.26611,53.34935,493,0
31,70.75,353,1007.21893,49.93941,494,0
32,70.35,354,1007.18414,50.33401,495,0
30,63.45,355,1007.1261,50.62505,496,0
29,61.14,356,1007.08783,51.11063,497,0
32,61.72,357,1007.03516,51.431,498,0
35,59.84,358,1006.96155,51.87164,499,0
35,86.58,359,1006.72192,52.48766,500,1
35,91.59,360,1006.66565,54.49314,501,1
35,80.09,361,1006.6106,54.96425,502,1
34,78.65,362,1006.1283,55.42476,503,1
31,73.1,363,1006.07642,59.46253,504,1
33,70.42,364,1006.03003,59.89694,505,1
32,70.86,365,1006.01733,60.06939,506,1
32,71.14,366,1005.99475,60.39155,507,1
34,64.23,367,1005.9588,60.5807,508,1
34.1,64.47,368,1005.89203,60.88163,509,1
34,62.72,369,765.70905,61.44104,510,1
34,59.71,370,1005.73151,2301.18018,511,1
35,63.29,371,1005.69409,62.78554,512,1
35,64.43,372,1005.65204,63.09867,513,1
34,64.84,373,1005.60571,63.45128,514,1
31,67.37,374,1005.59344,63.83931,515,1
32,64.31,375,1005.53247,63.94201,516,1
34,66.2,376,1005.5022,64.4525,517,1
35,64.89,377,1005.45673,64.70649,518,1
33,66.25,378,1005.46588,65.08749,519,1
33,64.39,379,1005.46753,65.01057,520,1
30,66,380,1005.45221,64.99692,521,1
28,67.1,381,1005.43378,65.12493,522,1
32,68.5,382,1005.39783,65.27976,523,1
32,67.87,383,1005.43829,65.58083,524,1
33,65.17,384,1005.42596,65.24181,525,1
31,68.67,385,1005.38428,65.34503,526,1
33,67.63,386,1005.38513,65.69417,527,1
28,68.89,387,1005.35828,65.68709,528,1
30,64.46,388,1005.31622,65.91226,529,1
30,58.81,389,1005.30658,66.26446,530,1
32,62.97,390,1005.25256,66.44106,531,1
35,67.34,391,1005.23328,66.79784,532,1
33,65.58,392,1005.21564,66.95977,533,1
34.6,69.31,393,1005.15564,67.10754,534,1
33,68.93,394,1005.1463,67.61009,535,1
30,69.38,395,1005.08685,67.68854,536,1
28,67.03,396,1005.0614,68.18655,537,1
33,67.53,397,1005.02716,68.39964,538,1
34,67.47,398,1005.01526,68.68662,539,1
34,66.79,399,1004.97888,68.78634,540,1
34,66.19,400,1004.98138,69.09155,541,1
34,73.41,401,1004.97925,69.0703,542,1
34,59.58,402,1005.03815,69.08852,780,1
33.1,53.94,403,1005.08673,68.59451,781,1
34,63.03,404,1005.09424,68.18757,782,1
35,63.52,405,1005.12872,68.12481,783,1
35,63.88,406,1005.17719,67.83582,784,1
34,57.04,407,1005.19122,67.42941,785,1
35,56.31,408,1005.15393,67.312,786,1
35,57.94,409,1005.11859,67.62426,787,1
33,61.44,410,1005.1311,67.92033,788,1
35,63.61,411,1005.89001,67.81557,789,1
36,66.23,412,1005.8689,61.45773,790,1
34,72.6,413,1005.85468,61.63476,791,1
33,61,414,1005.8728,61.75362,792,1
28,58.82,415,1005.83392,61.60188,793,1
28,57.77,416,1005.71783,61.92763,794,1
31,56.45,417,1005.65454,62.89987,795,1
33,58.56,418,1007.76892,63.43003,796,1
34,62,419,1007.87854,45.73412,797,1
33,68.25,420,1007.91608,44.81752,798,1
32,65.1,421,1008.46326,44.50342,799,1
32,59.1,422,1008.49249,39.92932,800,1
33,64.62,423,1008.5083,39.68502,801,1
32,62.81,424,1002.45374,39.55278,802,1
32,57.95,425,1002.39844,38.63369,803,1
33,69.64,426,1002.40747,90.27671,804,1
32,61.23,427,1002.38367,90.74081,805,1
32,54.53,428,1002.3678,90.66524,806,1
32,84.55,429,1002.31812,90.86509,807,1
31,91.55,430,1002.32581,90.99849,808,1
31,87.03,431,1003.56671,91.41545,809,1
31,88.63,432,1003.54016,91.35103,810,1
30,67.26,433,1003.51532,80.93363,811,1
30,62.54,434,1002.98468,81.1566,100,0
30,62.7,435,1002.95538,81.36488,101,0
30,82.29,436,1002.93091,85.81832,102,0
31,83.26,437,1002.90533,86.06422,103,0
31,80.09,438,1002.91498,86.27006,104,0
31,65.17,439,1002.90814,86.48453,105,0
30,57.53,440,1002.89392,86.4034,106,0
28,53.92,441,1002.91638,86.4612,107,0
26,79.87,442,1002.94031,86.58035,108,0
24,77.04,443,1002.88751,86.39174,109,0
29,72,444,1002.69983,86.19096,110,0
29,74.71,445,1002.66138,86.63409,111,0
30,66.92,446,1002.62335,88.21006,112,0
30,73.13,447,1002.56641,88.53309,113,0
32,63.02,448,1002.58966,88.85207,114,0
31,71.99,449,1002.51971,89.33031,115,0
32,72.89,450,1002.5047,89.13506,116,0
31,68.72,451,1002.50983,89.72235,117,0
31,75.66,452,1002.49268,89.84864,118,0
31,68.34,453,1002.48389,89.80553,119,0
29,76.75,454,1003.48389,89.94957,120,0
28,60.29,455,1004.48389,90.02311,121,0
34.72,67.61,,1016.4,18.76572,,0
34.9,68.08,,1014.6,18.81962,,0
34.87,67.17,,1013.2,18.80803,,0
34.81,62.98,,1011.8,18.65893,,0
34.78,62.64,,1012.3,18.36929,,0
34.8,59.2,,1014.1,18.19249,,0
34.81,60.31,,1013.1,18.15824,,0
34.82,68.99,,1012.8,18.06455,,0
34.81,65.34,,1015.4,18.21163,,0
34.8,61.83,,1017.5,18.4514,,0
34.8,66,,1018.3,18.49874,,0
34.78,65.74,,1018.9,18.65137,,0
34.8,61.97,,1018.9,18.72089,,0
34.74,59.85,,1016.5,53.18661,,0
34.79,65.81,,1015.5,52.94553,,0
34.79,69.58,,1015.2,51.16066,,0
34.79,75.61,,1012.4,51.10608,,0
34.77,75.79,,1008,50.98734,,0
34.74,73.93,,1007.9,36.30126,,0
34.71,74.3,,1009.2,37.07531,,0
34.71,57.27,,1011.7,36.66053,,0
34.71,46.36,,1014,41.96621,,0
34.71,48.12,,1013.3,36.63429,,0
34.69,47.86,,1011.2,43.11381,,0
34.33,54.38,,1013,36.86086,,0
34.49,51.18,,1013.3,36.68222,,0
34.49,56.29,,1012.3,36.2392,,0
34.5,62.94,,1010.4,36.43144,,0
34.49,51.84,,1007.7,35.79568,,0
34.5,69.23,,1008.2,36.88407,,0
34.52,73.69,,1007.5,36.11154,,0
34.54,60.43,,1008.4,36.23768,,0
34.55,56.58,,1009.1,36.25282,,0
34.55,83.72,,1009.1,36.23466,,0
34.57,89.92,,1007.8,36.04796,,0
34.58,84.21,,1006.5,36.05402,,0
34.61,81.81,,1007.9,36.51823,,0
34.61,69.92,,1009.9,35.91325,,0
34.6,52.24,,1013.4,35.8754,,0
34.38,56.26,,1013.9,36.43346,,0
34.58,54.94,,1013,36.22154,,0
34.59,52.22,,1011.1,36.58585,,0
34.43,64.82,,1009.3,36.40066,,0
33.1,69.39,,1009.4,36.8003,,0
33.2,63.57,,1011.4,36.91939,,0
33.18,77.15,,1011.4,37.03141,,0
33.18,67.14,,1012.9,36.73672,,0
33.16,69.91,,1011.1,36.6908,,0
33.15,66.33,,1009.4,36.69232,,0
33.14,63.61,,1008.9,36.49401,,0
33.14,72.03,,1009.2,36.81796,,0
33.15,74.93,,1010,36.72764,,0
33.1,73.55,,1009.9,36.83058,,0
32.9,76.15,,1008.9,37.01224,,0
32.89,73.11,,1007,37.03444,,0
33.05,74.87,,1007.2,36.78769,,0
31.95,76.2,,1008.6,36.95219,,0
32.33,73.83,,1006.9,36.49603,,0
32.43,76.55,,1005.3,36.30782,,0
32.4,64.99,,1005.8,36.06512,,0
32.43,74.36,,1007,36.19782,,0
32.44,77.63,,1007.4,36.02122,,0
32.46,81.54,,1007.4,36.08126,,0
32.51,78.07,,1007.6,36.14585,,0
32.55,78.02,,1007.4,36.37291,,0
32.49,75.25,,1007.3,36.50864,,0
32.53,64.41,,1006.7,36.54699,,0
32.55,53.54,,1006.8,36.53236,,0
32.53,61.87,,1007.6,36.71957,,0
32.5,62.28,,1008.3,33.50323,,0
32.56,64.51,,1007.8,33.06135,,0
31.79,67.49,,1005.7,32.89691,,0
31.78,70.72,,1005.7,32.68405,,0
31.75,64.16,,1006.9,32.6326,,0
31.77,72.16,,1006.8,32.33752,,0
31.75,74.93,,1004.3,32.50196,,0
31.76,69.8,,1005.3,32.27801,,0
31.65,73.2,,1004,32.32946,,0
31.62,74.73,,1003.3,32.60032,,0
31.48,78.37,,1004.9,32.29869,,0
31.52,74.08,,1004.2,32.03439,,0
31.39,72.45,,1003.1,32.10198,,0
31.44,69.72,,1005,32.11863,,0
31.5,71.36,,1006.9,31.86694,,0
31.43,73.51,,1006.3,31.60266,,0
31.33,72.96,,1007.2,31.45337,,0
31.39,72.96,,1007.5,31.14119,,0
31.45,71.85,,1009.3,30.6641,,0
31.55,66.67,,1010.3,30.57635,,0
31.67,69.16,,1009.3,30.28285,,0
31.65,71.89,,1007.8,29.85371,,0
31.64,72.82,,1006.9,29.89355,,0
31.82,72.23,,1008,29.5804,,0
31.76,65.32,,1008.1,29.11902,,0
31.89,69.17,,1007.5,28.75345,,0
32,72.46,,1006.9,28.79228,,0
31.97,69.29,,1007.8,28.34404,,0
32.07,71.66,,1008.3,28.19682,,0
32.14,61.26,,1007.8,28.03245,,0
32.04,73.04,,1005.2,28.02792,,0
31.89,69.24,,1003.1,28.14589,,0
31.89,72.54,,1001.3,28.20589,,0
32,69.45,,1001.9,28.22808,,0
31.99,71.72,,1001.2,28.04002,,0
30.93,72.35,,1003.2,27.9291,,0
30.98,63.09,,1004,27.69264,,0
31.24,67.03,,1002.2,50.32745,,0
31.07,63.15,,1002.2,50.29966,,0
31.05,70.62,,1003.2,50.51692,,0
31,67.4,,1004.1,50.34968,,0
31.02,67.49,,1003.6,50.40324,,0
31.47,65.4,,1003.3,50.20568,,0
31.45,68.86,,1003.3,50.10614,,0
31.55,69.67,,1002.8,50.22033,,0
31.6,71.59,,1001.5,50.34008,,0
31.54,78.76,,998.8,50.37848,,0
31.53,77.43,,997.5,50.54067,,0
31.51,80.7,,1001.2,50.27035,,0
180,76.28,,1001.8,50.26227,,0
24.82,75.31,,1002.4,50.09857,,0
24.82,72.78,,1001.7,50.16829,,0
24.82,71.61,,1000,50.05511,,0
30.85,73.24,,1001.2,50.07027,,0
31.48,72.48,,1003.2,49.86413,,0
31.63,69.03,,1003.2,49.80199,,0
31.65,71.94,,1002,49.81816,,0
31.68,80.33,,1001.3,49.8222,,0
31.7,76.21,,999.9,49.72671,,0
31.72,84.39,,996.9,49.68932,,0
31.72,81.05,,997.4,49.92981,,0
31.74,73.57,,999.8,50.09503,,0
31.76,77.13,,1002,50.37848,,0
31.8,76.39,,1001.4,50.28349,,0
31.79,76.36,,1001.4,50.21124,,0
31.82,72.6,,1001.5,50.11928,,0
31.8,76.43,,1000,49.80452,,0
31.78,80.19,,999.2,49.79491,,0
31.77,88.98,,1000.8,48.49806,,0
31.78,78.43,,1000,48.54302,,0
31.79,80.69,,1000.1,48.29801,,0
31.79,88.73,,999.7,48.31317,,0
31.8,86.5,,998.1,48.48139,,0
31.81,84.12,,998.7,48.47179,,0
31.8,81.37,,1000,48.4627,,0
31.83,81.83,,1000.3,48.40662,,0
31.84,85.59,,1000.9,48.30256,,0
31.84,83.6,,1000.1,48.26972,,0
31.85,83.3,,998,48.10807,,0
31.86,86.85,,997.2,48.16667,,0
31.88,88.86,,998,48.06614,,0
31.89,86.51,,998.9,47.99795,,0
31.89,87,,998.7,48.06614,,0
31.93,83.35,,999.2,48.22375,,0
31.93,90.71,,1000.6,48.27831,,0
31.93,89.2,,1001,48.22931,,0
31.94,88.99,,1001,48.25002,,0
32.08,78.46,,1002.3,48.26619,,0
32.11,80.09,,1002.4,48.35106,,0
32.09,94.16,,1001.6,48.39702,,0
32.06,90.13,,1002,48.33944,,0
32.08,86.47,,1001.5,48.43643,,0
32.09,82.67,,1001.2,48.47886,,0
32.11,76.43,,1000.5,48.45007,,0
33.45,73.4,,999.2,48.3066,,0
33.57,75.6,,998.5,48.05907,,0
33.58,78.29,,998.5,48.17475,,0
33.62,88.63,,997.6,48.22527,,0
33.64,92.81,,997.7,48.20759,,0
33.51,89.61,,1000.1,48.33539,,0
33.64,94.48,,999.8,48.04948,,0
34.53,94.91,,998.4,48.12373,,0
33.78,96.01,,996.8,47.78831,,0
33.85,89.13,,998.1,47.46806,,0
33.41,86.69,,1000.7,47.29026,,0
32.61,87.31,,1003.2,47.16348,,0
32.38,87.24,,1004,47.25086,,0
32.44,80.64,,1004,47.32663,,0
32.37,83.12,,1002.9,47.40644,,0
32.65,83.38,,1002.5,47.38876,,0
32.93,81.21,,1002.1,47.49281,,0
33.16,87.28,,1001,47.33421,,0
33.36,90.29,,999.1,47.1655,,0
33.47,85.55,,997.9,47.12913,,0
33.64,88.47,,998,47.10034,,0
32.41,88.42,,1000.7,47.41502,,0
32.54,88.31,,1003.2,47.3438,,0
32.54,84.07,,1003.4,47.45341,,0
32.01,86.02,,1003.5,47.33471,,0
32.15,83.45,,1001.8,47.30693,,0
32.18,84.04,,1001.6,47.1165,,0
32.23,92.66,,1002.8,46.94174,,0
32.25,91.48,,1004.6,47.10792,,0
32.26,90.63,,1005.5,47.3534,,0
32.28,81.16,,1003.8,47.49332,,0
32.3,80.68,,1001.6,47.52565,,0
32.33,83.7,,999.6,47.41149,,0
32.33,82.93,,1000.8,47.38825,,0
32.14,85.63,,1003.6,47.55646,,0
32.29,85.43,,1003.8,47.40391,,0
32.3,81.56,,1003.1,47.38522,,0
32.16,83.24,,1002.9,47.52767,,0
32.29,88.55,,1003.3,47.77316,,0
32.15,79.54,,1002,47.7767,,0
32.3,78.24,,1001.1,47.75296,,0
32.31,78.84,,999.3,47.82519,,0
32.3,85.61,,999.6,48.0323,,0
32.32,86.53,,1001.3,48.05149,,0
19.9,92.01,,1003.9,47.83479,,0
20.6,83.89,,1005,47.84944,,0
21.1,88.1,,1004.9,47.86914,,0
19.9,92.24,,1004,47.83984,,0
19.6,90.9,,1003.5,47.82367,,0
18.5,79.18,,1004.4,47.82923,,0
17.8,77.46,,1005.1,47.70547,,0
19.1,84.14,,1005.2,47.68678,,0
20,74.42,,1005.5,47.61455,,0
19,77.45,,1005.9,47.63829,,0
19.3,81.01,,1006.2,47.8358,,0
18.2,77.82,,1004.8,47.88631,,0
16.8,76.76,,1006.9,47.90298,,0
15.7,77.44,,1007.4,48.07978,,0
16.3,82.76,,1007.5,48.23386,,0
17.1,82.52,,1007.1,48.39197,,0
18.5,79.97,,1006,48.63749,,0
19.5,76.09,,1004.5,48.86078,,0
19.5,72.17,,1003.4,49.028,,0
19.6,83.05,,1002.6,49.223,,0
19,85.24,,1002.4,49.48622,,0
18.8,90.4,,1002,49.43469,,0
19.5,87.38,,1003.6,49.368,,0
20.6,82.48,,1005,49.35638,,0
21,80.4,,1005.9,49.43873,,0
22.6,74.02,,1007.1,49.35386,,0
21.6,72.69,,1005.9,46.53817,,0
20.7,74.53,,1004.3,46.27806,,0
19.3,72.27,,1005.1,46.36898,,0
20.1,82.56,,1006.2,46.48413,,0
21.3,87.46,,1005.1,46.47858,,0
21.6,90.87,,1005.5,46.99326,,0
20.3,90.16,,1007.9,46.7993,,0
19.9,93.37,,1007.3,47.15944,,0
21,83.14,,1006.1,47.5802,,0
22.4,82.74,,1006.8,47.71709,,0
22.6,76.02,,1007.2,47.88833,,0
23.2,82.61,,1007.2,48.0323,,0
21.9,79.09,,1007.3,48.33994,,0
22.3,87.55,,1006.7,48.3748,,0
23.5,87.99,,1004.7,48.55817,,0
23.2,97.23,,1000.2,48.80824,,0
23.3,88.28,,1004.6,48.8335,,0
23.4,82.4,,1005.6,48.67841,,0
24.7,79.21,,1005.6,48.76934,,0
23.7,84.71,,1004.9,48.72791,,0
23.2,78.53,,1004.9,48.93504,,0
23.6,78,,1005.3,49.21088,,0
24.5,74.94,,1005.4,49.03962,,0
25,69.61,,1005.2,49.07599,,0
26.5,78.78,,1005.9,49.08155,,0
26.8,87.18,,1006.1,49.174,,0
27.1,94.26,,1002.7,31.20372,,0
26.2,92.98,,1001.8,30.945,,0
24,78.18,,1007,30.93592,,0
22.9,78.6,,1008.4,30.80279,,0
23.9,77.04,,1010.8,55.1811,,0
24.8,85.08,,1013.4,55.09416,,0
25.3,84.47,,1014.1,55.06484,,0
25.2,77.43,,1012.7,55.36409,,0
26.6,72.59,,1012.6,82.4099,,0
28,78.13,,1013.7,82.3952,,0
26,82.32,,1013.6,82.31461,,0
27.1,82.72,,1013.4,82.06678,,0
27.2,77.2,,1013.6,81.99026,,0
26.8,74.34,,1012.1,78.233,,0
23.3,71.46,,1011.9,78.48074,,0
23,69.3,,1012.5,77.70056,,0
25.2,72.46,,1012.5,78.25884,,0
25,68.39,,1012.4,77.24261,,0
24.1,67.69,,1012.7,77.13218,,0
23.5,69.14,,1012.4,76.41896,,0
23.4,69.44,,1011.4,75.39633,,0
24.1,65.26,,1011.7,75.35683,,0
24.5,69.05,,1012.2,74.75211,,0
26.3,65.22,,1010.7,74.41634,,0
27.9,60.44,,1009.9,74.41735,,0
26.7,67.5,,1010.4,74.36469,,0
22.9,90.13,,1011.7,74.51408,,0
24.4,90.16,,1011.5,74.55105,,0
26.6,90.17,,1011.2,74.77642,,0
28.1,87.2,,1011.4,74.8063,,0
29.3,79.44,,1011.9,74.70096,,0
29.3,74.34,,1012.5,75.13043,,0
28.7,63.59,,1012.6,75.35835,,0
29.5,56.3,,1011.5,74.54092,,0
29.1,61.95,,1011.6,74.51155,,0
29.4,65.17,,1013.1,73.80965,,0
29.5,66.88,,1014.8,73.11489,,0
30,67.16,,1015,60.88821,,0
29.8,69.57,,1013,60.93879,,0
29.6,71.68,,1013.5,60.75671,,0
30.8,66.73,,1015.1,60.36323,,0
29.6,68.39,,1014.2,59.74927,,0
29.4,72.98,,1013.8,59.12523,,0
29,72.43,,1014.6,58.26054,,0
29.8,71.3,,1014.6,57.87828,,0
30.2,69.43,,1013.4,57.4571,,0
30.6,70.15,,1012.9,57.01217,,0
31.3,73.51,,1012.1,56.51671,,0
31.4,72.49,,1012.4,55.58955,,0
30.5,75.32,,1012.6,55.32113,,0
30,87.47,,1011.2,54.69735,,0
29.3,92.13,,1011,54.34909,,0
29.3,83.73,,1013,49.87424,,0
29.1,80.14,,1014.1,49.44833,,0
30.3,73.99,,1014.4,49.09266,,0
30.1,75,,1015.5,47.04226,,0
30.6,71.93,,1016.1,57.9516,,0
29.7,67.12,,1016.9,58.08559,,0
31.2,66.38,,1017.8,58.07952,,0
30.1,78.69,,1018,58.61197,,0
29.2,86.65,,1018.1,58.26408,,0
30.4,81.01,,1018.6,58.47949,,0
31.9,81.5,,1018,58.37381,,0
31.9,78.6,,1016.1,58.39909,,0
31.1,76.78,,1014.2,58.42083,,0
